snapped_at,price,market_cap,total_volume
1508284800,0.026845355,696021404.3079604,2351678.122306208
1508371200,0.026829950465728686,695622018.2559936,2815155.9695999967
1508457600,0.030299606216252807,785580027.6424098,8883473.082062634
1508544000,0.028587962639027336,741202123.8797704,5308856.917095766
1508630400,0.027796038407662104,720669848.4724126,2901876.1220860113
1508716800,0.026045125887389137,675273816.1,3505126.543112243
1508803200,0.027417403,710852942.3615782,7822397.543947947
1508889600,0.027269301575107045,707013105.4597949,2513886.637623913
1508976000,0.026591400393809417,689437113.7144977,2369400.241402218
1509062400,0.026509621493760783,687316826.4044167,2569633.7793355323
1509148800,0.025976412766541904,673492286.1223357,1729975.2725138243
1509235200,0.028352035,735085222.7844126,4636164.255564146
1509321600,0.028385407497551127,735950462.4388821,3794753.02
1509408000,0.030251095,784322281.6027644,7251416.950220154
1509494400,0.023096036249201986,598812560.9812648,7901021.254424323
1509580800,0.021320577458857376,552780115.7,5955251.345757528
1509667200,0.022789425903364136,590863052.9170463,3029089.7359041288
1509753600,0.021802078918245652,565264037.9883977,2455852.8375674905
1509840000,0.022026315814418173,571077843.8126849,2245833.516085977
1509926400,0.022303564694850217,578266095.1,4843621.340865689
1510012800,0.022288565665913324,577877214.2109797,2527154.866
1510099200,0.025146348345649026,651971147.3307619,6534368.134450486
1510185600,0.032769495,849617009.7707922,20628139.78678138
1510272000,0.027293043,707628644.4042084,6563683.784283738
1510358400,0.027498518721010355,712956034.6,5632137.891194862
1510444800,0.024521650906143423,635774572.7517922,7550744.664248699
1510531200,0.025114287383622588,651139900.5067863,4284485.972081597
1510617600,0.026228305,680023121.2,3183479.973
1510704000,0.026014553,674481157.9,6362414.672
1510790400,0.027106272,702786226.7,4825255.353
1510876800,0.025916753,671945487.5,3514321.278
1510963200,0.02652772,687786073.9,2984199.949
1511049600,0.027721211,718729791.3,4652800.377
1511136000,0.030002736,777883050.1,15546079.39
1511222400,0.028598216,741467951.3,5910630.576
1511308800,0.028731549,744924903.2,4912298.824
1511395200,0.027940667,724419632.8,5222693.56
1511481600,0.028511937,739231013.3,5653201.556
1511568000,0.030614788,793751757.6,6199363.765
1511654400,0.038547874,999433438.7,30963776
1511740800,0.050469038,1308514308,81568060.73
1511827200,0.120725683,3130063312,341785540
1511913600,0.09263587,2401776732,170782434
1512000000,0.124064711,3216634513,123583686.7
1512086400,0.13084911,3392534112,54354032.94
1512172800,0.135290046,3507674560,42520482.69
1512259200,0.131928545,3420520703,33634685.31
1512345600,0.13631823,3534332361,73582496.34
1512432000,0.131266071,3403344674,50109378.74
1512518400,0.128998006,3344540395,71389916.56
1512604800,0.113499776,2942716690,63143994.71
1512691200,0.11977111,3105314030,72541326.96
1512777600,0.12206968,3164909210,63562094.44
1512864000,0.11075318,2871505505,44638620.01
1512950400,0.120168305,3115612116,39074223.84
1513036800,0.133573902,3463179987,62282284.19
1513123200,0.134376502,3483989039,62897525.72
1513209600,0.217011359,5626468820,237044480.9
1513296000,0.217634409,5642622686,213587306
1513382400,0.408204448,10583545520,669971136.2
1513468800,0.475589483,12330642064,590821285.9
1513555200,0.506894865,13142298925,227825786.9
1513641600,0.547831246,14203659365,275998423.6
1513728000,0.492296744,12763812409,184667810.6
1513814400,0.497934078,12909971958,168394697.1
1513900800,0.414617119,10749807286,152919286.6
1513987200,0.43637378,11313893784,90412317.64
1514073600,0.406643145,10543065493,69345060.16
1514160000,0.424664377,11010303256,125437694.6
1514246400,0.44975688,11660878365,97612771.39
1514332800,0.430559657,11163150601,84684312.31
1514419200,0.429505402,11135816855,86905712.06
1514505600,0.545309044,14138266037,288839195.1
1514592000,0.678579291,17593573142,674814233.6
1514678400,0.767634604,19902516520,312335398.1
1514764800,0.747140424,19371162465,150103426.4
1514851200,0.807430251,20934301069,290148321.5
1514937600,1.0754011011838815,27882000207.037376,672172539.6566188
1515024000,1.1793470150411156,30577013247.750748,587865819.6221813
1515110400,1.0778211835149423,27944745852.34255,507435198.65038526
1515196800,1.093780172480279,28358515685,311308025.14994603
1515283200,1.0528536805180457,27297411640.984287,231753940.09091622
1515369600,0.9418999315467624,24420705964.95028,271755252.7481392
1515456000,0.8662015396561794,22458068418.789967,214077772.7742139
1515542400,0.8164417056119962,21167941691.567257,241226048.7
1515628800,0.7274617292991923,18860951569.23562,240846066.20804676
1515715200,0.9623286418063227,24950362576.850266,400879519.0712368
1515801600,0.9379071855617376,24317185758.156223,324020183.0705352
1515888000,0.8418895265838228,21827729141,164758594.71964398
1515974400,0.8224040744826202,21322528449.849503,223039389.0742617
1516060800,0.6382177391603058,16547116341.812134,182356185.24944827
1516147200,0.6495671614349702,16841373613.692904,197027150.9364225
1516233600,0.671356127,17406297666.39785,147757610.9196817
1516320000,0.6657514508348865,17260984826.57194,106464152.84363754
1516406400,0.7340009347332741,19030494009.787533,109953899.26112777
1516492800,0.6290330817666664,16308985081.69988,67487204.52579968
1516579200,0.5813511689714357,15072732765.27117,68808151.80195066
1516665600,0.5648508617693447,14644928136.54389,62623864.03
1516752000,0.6248776332409309,16201246474.65611,120247479.6672865
1516838400,0.639638327,16583948028.889128,113543205.04626423
1516924800,0.6206010251818365,16090366555.84459,86436298.95
1517011200,0.625463722,16216442032.255064,45494958.251873404
1517097600,0.6305763664855509,16348997933.466618,51114212.47
