snapped_at,price,market_cap,total_volume
1396915200,0.00624084,46807035,153005
1397001600,0.006553316,50955129,466329
1397088000,0.006933244,60350200,274616
1397174400,0.006699197,54902382,1024970
1397260800,0.006283824,49554476,261187
1397347200,0.006460904,48547688,209538
1397433600,0.006806054,50604732,207541
1397520000,0.006271176,48577865,162830
1397606400,0.006232317,48015525,172813
1397692800,0.006060666,47371800,20938.570511386653
1397779200,0.006094063,47768870,16198.194905550225
1397865600,0.005975764,47450291,15274.133143399069
1397952000,0.005542385,42927017,5356.513890146549
1398038400,0.005277694,42171574,10920.94915
1398124800,0.004764587,37983608,23151.139108021587
1398211200,0.00508138,40174494,14663.890109592458
1398297600,0.005212855,41918040,19211.73210598948
1398384000,0.005437861,41935004,17808.351116509773
1398470400,0.005306365,42319410,2479.4319873999953
1398556800,0.005037858,41551928,6532.1863199325335
1398643200,0.005156316,39275593,3389.4977991215756
1398729600,0.004955631,39279346,7276.663039403983
1398816000,0.005234728,40766308,21099.304621368086
1398902400,0.006670312,46693519,36686.88040845029
1398988800,0.006607072,49653607,36960.91461168966
1399075200,0.006687285,47531988,24845.91193570982
1399161600,0.00604116,47399240,19784.64902539899
1399248000,0.005964016,46710641,10804.235996881958
1399334400,0.005894187,44981558,7294.355063269134
1399420800,0.005942241,46411606,8310.235136
1399507200,0.006406518,49564405,9619.683967
1399593600,0.007330071,55928245,23471.73186
1399680000,0.006956955,55495760,30870.67167634936
1399766400,0.00674425,54020758,9288.49028
1399852800,0.006192902,50712697,6904.766622771259
1399939200,0.005730352,46938141,23688.77161587141
1400025600,0.006120967,47170411,9404.269972552753
1400112000,0.006487452,52468986,15658.936389235527
1400198400,0.006696172,52135787,19520.118219254487
1400284800,0.002686207,31220117,66532.33806619278
1400371200,0.003340906,25918572,33235.81583231137
1400457600,0.003530981,32136452,17616.963675490715
1400544000,0.003558604,28500195,8741.925575525967
1400630400,0.004068944,29698834,11438.772065458277
1400716800,0.004521632,36294788,13600.455453295792
1400803200,0.004538133,39130024,12649.55930291547
1400889600,0.004516427,37458168,5912.845094651699
1400976000,0.00389459,33082573,17434.126289042466
1401062400,0.00414494,32409218,6895.486898817265
1401148800,0.00447473,31988929,9481.953860436632
