snapped_at,price,market_cap,total_volume
1597795200,2.9366649977840584,0,82413981.29681122
1597881600,2.9366649977840584,0,82413981.29681122
1597968000,2.89879087,0,49511744.88463916
1598054400,2.8719231582885576,0,51233752.827103466
1598140800,4.481388823739925,4028277492.3881054,473920951.2911821
1598227200,3.9660827659100875,3630430965.6868463,335685225.4482104
1598313600,4.576939499077849,4162344881.7015166,395502571.8989607
1598400000,5.493947148,4910960800,729611892.2
1598486400,6.067730199404114,5508438431.636099,853376793.3117362
1598572800,5.6385306333733185,5147685413.841153,995432623.2
1598659200,6.1623228698425585,5563188700.133332,584978197.1298553
1598745600,6.148507935787226,5580674883.763024,407313299.8601509
1598832000,5.901759394871453,5350103716.769489,366896197.48982257
1598918400,6.298797722,5712939724.608923,430398059.7192618
1599004800,6.229619252395945,5693335995.934683,472601408.55368245
1599091200,6.158884269227721,5597505846.232816,485766767.0734896
1599177600,5.683421169603046,5294708814.664548,630783985.0451007
1599264000,5.1340152181772725,4675680671.656081,676657581.6459368
1599350400,4.130197887,3750820473.971468,595268790.8541288
1599436800,4.789627897,4394131227.7377405,511543436.75403696
1599523200,4.5949309096714614,4190737575.784357,365705934.9831117
1599609600,4.282524684960109,3891004373.7933345,234920666.9
1599696000,4.703108697943335,4298181268.775718,274399152.6284701
1599782400,4.577765287676936,4177237545.060083,254092704.72602594
1599868800,4.625864199988795,4216287873,212155209.23847777
1599955200,5.139290011153086,4663414090.094169,317307477.3197743
1600041600,5.294815256024742,4819470920.9595585,413410119.80475265
1600128000,5.339198957352251,4874640596.625649,368584203.1748962
1600214400,5.113838698353973,4673343463.456086,301361216.9
1600300800,5.075261806582743,4634502328,272070780.6235744
1600387200,5.323352024016255,4871310608.622429,299530704.44409996
1600473600,5.242095138770248,4771593286,218845784.12899387
1600560000,4.924359684930011,4511663057.978728,180793689.67015743
1600646400,4.673545848129287,4287331139.3953447,277405320.53644466
1600732800,4.089749652347997,3770969365.206551,376122862.04748017
1600819200,4.168355680932848,3807699809.7726593,207312314.25066918
1600905600,4.0160363563658406,3701917991.0629163,208272484.1319433
1600992000,4.389748821648701,4024415210.879658,212165515.13304597
1601078400,4.412862728,4036996777.5289283,176573807.95552978
1601164800,4.340299971503735,3981431937.9363737,124028159.47280042
1601251200,4.306460643533152,3966805487.8693743,123873259.31149642
1601337600,4.420033114111349,4015168631.8723865,192688341.9893024
1601424000,4.491527362227763,4123709369.6045084,200465046.6652287
1601510400,4.347197258520258,3998481295.7904816,131549097.16661954
1601596800,4.338624033430472,3982054342.146103,185800897.37967393
1601683200,4.122609864205513,3786983100.945344,205627933.56633562
1601769600,4.066948359187792,3739978579.4404645,104601491.58937459
1601856000,4.176764230629664,3849818336.1017737,89731299.09326749
1601942400,4.1602369454029935,3833319535.2399874,132019868.42462733
1602028800,3.7488354717069563,3440251736.5558577,210625817.43183962
1602115200,3.852999443688667,3541978347.8554893,216001362.39253852
1602201600,4.101843106713311,3769762007.0828257,214716289.6
1602288000,4.258895921902619,3921415690.922872,182371173.03073755
1602374400,4.254212996164335,3919459351.7433486,163446062.4110077
1602460800,4.250188243961778,3916199449.3647904,124735788.70912461
1602547200,4.316288996695248,3977129133.2757235,188455914.3
1602633600,4.248906706000911,3915494879.7760305,155609893.3297254
1602720000,4.1946440236628275,3867261708.4269414,168709011.56224796
1602806400,4.094854852342111,3777390476.4718733,143464781.4780979
1602892800,3.902291340576514,3609407515.0339217,161294195.66031703
1602979200,3.9644790925219424,3658072954.9526196,69398889.68866682
1603065600,4.106552351478096,3790640346.1402893,84816935.22137997
1603152000,3.991640613782067,3671134189.284116,95007120.32225177
1603238400,3.9071668227555576,3604225667.8517904,148089643.50211453
1603324800,4.13130491,3812512446.0483255,174236165.96079922
1603411200,4.264652281323652,3939180404.081174,146291489.18888167
1603497600,4.256187304957874,3933812312.373021,164831205.4380136
1603584000,4.350430279896141,4020658006.777102,120332452.89074594
1603670400,4.3340414314672575,4012939180.8089256,108292827.4
1603756800,4.687976438792263,4329655077.1763115,274074972.02018064
1603843200,4.682587970002437,4340749573.937261,265898434.61678487
1603929600,4.360419431708068,4034473421.2102537,202108505.00692162
1604016000,4.0535048878831885,3764515251.518611,200320469.3863818
1604102400,4.090725680953809,3791580626.3780184,159228530.14780968
1604188800,4.178017676018528,3874741303.6816278,91136861.76934384
1604275200,4.2018859212030994,3895006456.472724,81646034.91053519
1604361600,4.024507247,3739887980.0737333,140951326.24756223
1604448000,4.025233393564967,3734301175.4767933,122070013.90305401
1604534400,4.081369264,3787360078.116946,167238369.00696442
1604620800,4.2330784917447986,3937088642.1498547,147107170.64734727
1604707200,4.570121705410882,4258511485.891999,189796195.46608785
1604793600,4.237073500377915,3945482202.1835647,278868817.51144844
1604880000,4.363189805,4078246608.5763006,128160233.80415396
1604966400,4.339818011981211,4036915102.2553153,140530467.26834425
1605052800,4.409560532264164,4109275213.3344407,127503833.19442774
1605139200,4.4487908956058995,4142055650.2154307,150334795.18311763
1605225600,4.387897880183851,4082668445.386233,116847228.49038725
1605312000,4.543670476701079,4230663243.511702,114376307.5174001
1605398400,4.467036595848679,4162232116.8495955,105545036.03024603
1605484800,4.371535464067909,4077484365.323717,101700104.16889997
1605571200,4.489781697889019,4179039016.9363775,134948395.12151504
1605657600,4.830331992396186,4503849621.370429,262107641.97021005
1605744000,4.685764153907629,4363793226.847716,231442094.2624644
1605830400,4.754053430688043,4437744294.637405,254597411.67709658
1605916800,5.2291137797130105,4882026485.544076,453367042.8198105
1606003200,5.757536694549964,5380273377.455998,434969224.6240124
1606089600,5.494676717392706,5170209964.717677,402300034.3749447
1606176000,5.895639961337506,5467632721.652316,459048675.4013789
1606262400,5.7134397129088965,5349446030.631042,495215338.30771893
1606348800,5.304069822023128,4944330444,338334053.3515652
1606435200,4.799368169183063,4481218213.2427435,590290526.5461713
1606521600,4.789256503946778,4472460027.798345,348738180.8792862
1606608000,4.889793511050391,4574371937.667865,165147373.40301624
1606694400,5.185800478185966,4847631627.853293,180449728.82591808
1606780800,5.354461939485786,5021807204.881335,281162258.87326753
1606867200,5.103662736678471,4783025652.238981,283997579.19488394
1606953600,5.4791688023995855,5133075936.979941,221443721.34281644
1607040000,5.410465394503286,5064584908.140408,180056113.46700332
1607126400,5.050151461894864,4723585460.440241,187447411.29744184
1607212800,5.192111883448054,4859029118.679096,163925878.93170908
1607299200,5.1276943188376345,4812002430.024476,124802254.50752078
1607385600,5.060144766864494,4750708656,122459164.11119731
1607472000,4.739434958246353,4473125093.332668,177229440.09950307
1607558400,4.863467872055046,4580216020.823783,188894951.16754755
1607644800,4.799326849064115,4520011663.465658,124920916.15278496
1607731200,4.627222115400451,4350296965.757761,151211192.49292222
1607817600,4.737725656552705,4455620171.257192,124398004.61164066
1607904000,4.8891194895528125,4593849679.408428,149377920.07492235
1607990400,4.898343040590993,4612926971.9815445,127483634.08531529
1608076800,5.262614123384493,4983814223.593981,226657411.00945666
1608163200,5.358418752997773,5051770600.2730875,280617074.90846276
1608249600,5.346437615969691,5043374200.259078,388878613.38309264
1608336000,5.3643097792530385,5047179446,238147666.04239407
1608422400,5.338112956518199,5043012871.235929,221959265.0973418
1608508800,5.182239119670477,4884986668.975207,235826101.90278256
1608595200,4.892651644964082,4642851803.926471,328011704.8498074
1608681600,5.153342961453958,4875242738,332723854.8795314
1608768000,4.738927848976903,4489530313.422168,322787689.4904395
1608854400,5.135446440741811,4859778621.300656,298616200.23050565
1608940800,5.211168044078331,4939071509.721283,215984215.3337366
1609027200,5.211078203647316,4920780281.244822,389881571.49156916
1609113600,5.170288678373178,4917775037.589005,599564761.8727797
1609200000,6.609020866254324,6274967873.493339,1001838592.4843612
1609286400,7.574707918682685,7217589339.709585,1623438090.7900755
1609372800,7.279015190253465,6890483558.510944,1162860045.9212942
1609459200,9.361037070164066,8790589451.482008,1926142318.8993368
1609545600,8.309384385343932,7876734640.506003,1589686202.433354
1609632000,9.223083455454598,8778072861.213175,1884370500.0352182
1609718400,10.27944456603755,9839572847.117577,2026241252.0596154
1609804800,9.259346327220705,8767297086.336569,1788452339.2778962
1609891200,9.739198196297945,9268615029.823357,1101026826.544137
1609977600,10.097684412122385,9667925163.928446,1383529724.4738817
1610064000,9.646132180213604,9154780364.803495,1357811528.895877
1610150400,9.314730658380785,8872846060.524126,1132451712.0402448
1610236800,9.778410809521537,9332171958,753225124.2942744
1610323200,9.3294102,8899676317.009953,837525001.2664026
1610409600,8.288132976060027,7889136044.384198,1814162155.3060699
1610496000,8.263019571221426,7874265559.834409,845668469.3126857
1610582400,11.02499584700394,10463214371.418743,2072789652.8729303
1610668800,14.38916681553055,13710583025.260971,3706157857.0315957
1610755200,13.197430651795004,12518186422.369808,4067988418.441339
1610841600,18.284968089036074,17454759345,7335372449.691468
1610928000,16.941180662094123,16170957365.959196,4336834538.540487
1611014400,16.417059963410804,15611727621.338995,2342725151.713157
1611100800,16.500379490310053,15867491203.42768,2101304751.9949412
1611187200,17.970988693677562,17124488269.973804,3098835544.8857055
1611273600,16.003304708570408,15578426592.67866,3129318087.8445983
1611360000,17.15345552433555,16466661831.919771,2765854645.4363594
1611446400,18.600319045809094,17702992560.13173,2215949804.9533052
1611532800,17.99637972827149,17273184189.924995,1518953639.2466738
1611619200,17.255294680478368,16515904649.551546,1654796100.7896485
1611705600,17.114219195402026,16415459288.594057,1296758574.747851
1611792000,15.458076344001169,14798283723.454659,1336945930.4510188
1611878400,16.953589906577026,16254766558.700006,1520805815.1531267
1611964800,16.813221319825903,16183669590.285444,1861571320.5965343
